date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:42:30	77158/77158	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/index.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/index.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:30	16271/16271	---M--	200	added ('OK')	image/png	date:Sun,%2001%20Aug%202021%2010:35:40%20GMT	https://rainbowit.net/html/doob/assets/images/logo/logo.png	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/assets/images/logo/logo.png	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:31	301784/301784	---M-Z	200	added ('OK')	text/css	date:Thu,%2017%20Mar%202022%2013:12:56%20GMT	https://rainbowit.net/html/doob/assets/css/style.css	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/assets/css/style.css	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:31	15213/15213	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Sep%202021%2006:05:52%20GMT	https://rainbowit.net/html/doob/assets/images/logo/logo-dark.png	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/assets/images/logo/logo-dark.png	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:33	78492/78492	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/index-business-consulting-2.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/index-business-consulting-2.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:33	58506/58506	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/index-magazine.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/index-magazine.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:33	61277/61277	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/index-corporate.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/index-corporate.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:33	58236/58236	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/index-business.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/index-business.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:34	64315/64315	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/index-digital-agency.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/index-digital-agency.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:34	55205/55205	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/index-finance.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/index-finance.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:34	59361/59361	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/index-marketing-agency.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/index-marketing-agency.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:34	62450/62450	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/index-company.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/index-company.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:35	58016/58016	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/index-travel-agency.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/index-travel-agency.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:35	51056/51056	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/index-consulting.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/index-consulting.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:36	59745/59745	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/index-personal-portfolio.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/index-personal-portfolio.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:36	52118/52118	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/index-seo-agency.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/index-seo-agency.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:36	63715/63715	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/index-event-conference.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/index-event-conference.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:36	41686/41686	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/index-creative-portfolio.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/index-creative-portfolio.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:37	52602/52602	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/index-freelancer.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/index-freelancer.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:37	83074/83074	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/index-international-consulting.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/index-international-consulting.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:37	65391/65391	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/index-startup.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/index-startup.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:38	55012/55012	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/index-web-agency.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/index-web-agency.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:38	43733/43733	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/index-corporate-one-page.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/index-corporate-one-page.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:38	56898/56898	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/about.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/about.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:38	42789/42789	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/button.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/button.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:39	66647/66647	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/service.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/service.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:39	60804/60804	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/progressbar.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/progressbar.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:39	52861/52861	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/counter.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/counter.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:40	61374/61374	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/accordion.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/accordion.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:40	46318/46318	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/social-share.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/social-share.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:40	43967/43967	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/blog-grid.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/blog-grid.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:40	58287/58287	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/team.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/team.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:41	44948/44948	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/portfolio.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/portfolio.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:41	67397/67397	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/timeline.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/timeline.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:41	55395/55395	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/testimonial.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/testimonial.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:42	63195/63195	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/tab.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/tab.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:42	66188/66188	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/pricing.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/pricing.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:42	53428/53428	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/split.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/split.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:43	50905/50905	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/call-to-action.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/call-to-action.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:43	36137/36137	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/video.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/video.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:43	53451/53451	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/gallery.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/gallery.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:43	39644/39644	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/contact.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/contact.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:44	46006/46006	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/brand.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/brand.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:44	49775/49775	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/advance-tab.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/advance-tab.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:44	34783/34783	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/error.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/error.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:44	35737/35737	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/brand-carouse.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/brand-carouse.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:44	43616/43616	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/advance-pricing.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/advance-pricing.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:45	39080/39080	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/portfolio-details.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/portfolio-details.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:45	42834/42834	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/blog-details.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/blog-details.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:45	39435/39435	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/privacy-policy.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/privacy-policy.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:46	51513/51513	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/blog-grid-sidebar.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/blog-grid-sidebar.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:46	44577/44577	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/blog-list-view.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/blog-list-view.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:46	44973/44973	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/portfolio-full-width.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/portfolio-full-width.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:46	44961/44961	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/portfolio-three-column.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/portfolio-three-column.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:46	52661/52661	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/blog-list-sidebar.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/blog-list-sidebar.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:47	45009/45009	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202022%2013:34:42%20GMT	https://rainbowit.net/html/doob/portfolio-box-layout.html	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/portfolio-box-layout.html	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:47	1118/1118	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Dec%202020%2011:00:06%20GMT	https://rainbowit.net/html/doob/assets/images/icons/sun-01.svg	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/assets/images/icons/sun-01.svg	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:47	759/759	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Dec%202020%2011:00:06%20GMT	https://rainbowit.net/html/doob/assets/images/icons/vector.svg	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/assets/images/icons/vector.svg	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:48	18819/18819	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Sep%202021%2016:23:12%20GMT	https://rainbowit.net/html/doob/assets/images/portfolio/portfolio-02.jpg	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/assets/images/portfolio/portfolio-02.jpg	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:49	22282/22282	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Sep%202021%2016:23:12%20GMT	https://rainbowit.net/html/doob/assets/images/portfolio/portfolio-01.jpg	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/assets/images/portfolio/portfolio-01.jpg	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:50	62963/62963	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Sep%202021%2016:23:12%20GMT	https://rainbowit.net/html/doob/assets/images/portfolio/portfolio-04.jpg	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/assets/images/portfolio/portfolio-04.jpg	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:50	26169/26169	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Sep%202021%2016:23:12%20GMT	https://rainbowit.net/html/doob/assets/images/portfolio/portfolio-05.jpg	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/assets/images/portfolio/portfolio-05.jpg	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:50	20131/20131	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Sep%202021%2016:23:12%20GMT	https://rainbowit.net/html/doob/assets/images/portfolio/portfolio-06.jpg	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/assets/images/portfolio/portfolio-06.jpg	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:51	67197/67197	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Sep%202021%2016:23:12%20GMT	https://rainbowit.net/html/doob/assets/images/portfolio/portfolio-03.jpg	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/assets/images/portfolio/portfolio-03.jpg	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:52	23649/23649	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Aug%202021%2014:33:50%20GMT	https://rainbowit.net/html/doob/assets/images/testimonial/testimonial-dark-01.jpg	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/assets/images/testimonial/testimonial-dark-01.jpg	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:53	25548/25548	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Aug%202021%2014:33:50%20GMT	https://rainbowit.net/html/doob/assets/images/testimonial/testimonial-dark-02.jpg	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/assets/images/testimonial/testimonial-dark-02.jpg	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:55	53699/53699	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Aug%202021%2014:33:50%20GMT	https://rainbowit.net/html/doob/assets/images/testimonial/testimonial-dark-03.jpg	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/assets/images/testimonial/testimonial-dark-03.jpg	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:55	164609/164609	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Sep%202021%2016:23:12%20GMT	https://rainbowit.net/html/doob/assets/images/timeline/timeline-01.jpg	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/assets/images/timeline/timeline-01.jpg	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:56	31590/31590	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Sep%202021%2016:23:12%20GMT	https://rainbowit.net/html/doob/assets/images/blog-grid/blog-01.jpg	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/assets/images/blog-grid/blog-01.jpg	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:56	47804/47804	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Sep%202021%2016:23:12%20GMT	https://rainbowit.net/html/doob/assets/images/blog-grid/blog-03.jpg	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/assets/images/blog-grid/blog-03.jpg	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:56	8641/8641	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2017%20Mar%202022%2013:30:00%20GMT	https://rainbowit.net/html/doob/assets/js/vendor/modernizr.min.js	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/assets/js/vendor/modernizr.min.js	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:56	52841/52841	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Sep%202021%2016:23:12%20GMT	https://rainbowit.net/html/doob/assets/images/blog-grid/blog-02.jpg	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/assets/images/blog-grid/blog-02.jpg	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:57	105019/105019	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Sep%202021%2016:23:12%20GMT	https://rainbowit.net/html/doob/assets/images/timeline/timeline-02.jpg	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/assets/images/timeline/timeline-02.jpg	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:57	85580/85580	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2017%20Mar%202022%2013:30:00%20GMT	https://rainbowit.net/html/doob/assets/js/vendor/jquery.min.js	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/assets/js/vendor/jquery.min.js	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:57	60054/60054	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2017%20Mar%202022%2013:30:00%20GMT	https://rainbowit.net/html/doob/assets/js/vendor/bootstrap.min.js	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/assets/js/vendor/bootstrap.min.js	(from https://rainbowit.net/html/doob/index-business-consulting.html)
09:42:57	8138/8138	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2017%20Mar%202022%2013:30:00%20GMT	https://rainbowit.net/html/doob/assets/js/vendor/waypoint.min.js	D:/Documents/projetoTeste/projetoTeste/rainbowit.net/html/doob/assets/js/vendor/waypoint.min.js	(from https://rainbowit.net/html/doob/index-business-consulting.html)
